證券代碼	簡稱	年月日	收盤價
Y9999  	加權指數     	20090512	 6432.55
Y9999  	加權指數     	20090513	 6485.14
Y9999  	加權指數     	20090514	 6364.17
Y9999  	加權指數     	20090515	 6489.09
Y9999  	加權指數     	20090518	 6577.81
Y9999  	加權指數     	20090519	 6655.59
Y9999  	加權指數     	20090520	 6703.62
Y9999  	加權指數     	20090521	 6718.81
Y9999  	加權指數     	20090522	 6737.29
Y9999  	加權指數     	20090525	 6734.46
Y9999  	加權指數     	20090526	 6683.11
Y9999  	加權指數     	20090527	 6890.44
Y9999  	加權指數     	20090601	 6954.10
Y9999  	加權指數     	20090602	 6949.08
Y9999  	加權指數     	20090603	 6893.14
Y9999  	加權指數     	20090604	 6786.06
Y9999  	加權指數     	20090605	 6767.10
Y9999  	加權指數     	20090606	 6856.74
Y9999  	加權指數     	20090608	 6628.02
Y9999  	加權指數     	20090609	 6414.39
Y9999  	加權指數     	20090610	 6462.27
Y9999  	加權指數     	20090611	 6567.37
Y9999  	加權指數     	20090612	 6448.23
Y9999  	加權指數     	20090615	 6225.56
Y9999  	加權指數     	20090616	 6220.81
Y9999  	加權指數     	20090617	 6195.91
Y9999  	加權指數     	20090618	 6144.53
Y9999  	加權指數     	20090619	 6231.15
Y9999  	加權指數     	20090622	 6341.21
Y9999  	加權指數     	20090623	 6197.47
Y9999  	加權指數     	20090624	 6380.08
Y9999  	加權指數     	20090625	 6457.61
Y9999  	加權指數     	20090626	 6463.56
Y9999  	加權指數     	20090629	 6391.15
Y9999  	加權指數     	20090630	 6432.16
Y9999  	加權指數     	20090701	 6578.97
Y9999  	加權指數     	20090702	 6667.53
Y9999  	加權指數     	20090703	 6665.40
Y9999  	加權指數     	20090706	 6649.91
Y9999  	加權指數     	20090707	 6715.22
Y9999  	加權指數     	20090708	 6668.14
Y9999  	加權指數     	20090709	 6748.18
Y9999  	加權指數     	20090710	 6769.86
Y9999  	加權指數     	20090713	 6530.82
Y9999  	加權指數     	20090714	 6639.41
Y9999  	加權指數     	20090715	 6738.60
Y9999  	加權指數     	20090716	 6780.30
Y9999  	加權指數     	20090717	 6850.99
Y9999  	加權指數     	20090720	 6938.86
Y9999  	加權指數     	20090721	 6953.34
Y9999  	加權指數     	20090722	 6985.32
Y9999  	加權指數     	20090723	 6980.88
Y9999  	加權指數     	20090724	 6973.28
Y9999  	加權指數     	20090727	 7028.43
Y9999  	加權指數     	20090728	 7142.63
Y9999  	加權指數     	20090729	 7083.63
Y9999  	加權指數     	20090730	 7027.11
Y9999  	加權指數     	20090731	 7077.71
Y9999  	加權指數     	20090803	 7056.71
Y9999  	加權指數     	20090804	 6955.87
Y9999  	加權指數     	20090805	 6848.24
Y9999  	加權指數     	20090806	 6868.65
Y9999  	加權指數     	20090810	 6882.87
Y9999  	加權指數     	20090811	 6909.02
Y9999  	加權指數     	20090812	 6898.90
Y9999  	加權指數     	20090813	 7034.96
Y9999  	加權指數     	20090814	 7069.51
Y9999  	加權指數     	20090817	 6931.80
Y9999  	加權指數     	20090818	 6789.77
Y9999  	加權指數     	20090819	 6788.58
Y9999  	加權指數     	20090820	 6733.23
Y9999  	加權指數     	20090821	 6654.80
Y9999  	加權指數     	20090824	 6838.25
Y9999  	加權指數     	20090825	 6809.41
Y9999  	加權指數     	20090826	 6719.21
Y9999  	加權指數     	20090827	 6690.75
Y9999  	加權指數     	20090828	 6809.86
Y9999  	加權指數     	20090831	 6825.95
Y9999  	加權指數     	20090901	 7019.75
Y9999  	加權指數     	20090902	 7039.77
Y9999  	加權指數     	20090903	 7104.65
Y9999  	加權指數     	20090904	 7153.13
Y9999  	加權指數     	20090907	 7224.59
Y9999  	加權指數     	20090908	 7313.99
Y9999  	加權指數     	20090909	 7250.72
Y9999  	加權指數     	20090910	 7332.08
Y9999  	加權指數     	20090911	 7337.14
Y9999  	加權指數     	20090914	 7256.95
Y9999  	加權指數     	20090915	 7346.26
Y9999  	加權指數     	20090916	 7440.24
Y9999  	加權指數     	20090917	 7477.30
Y9999  	加權指數     	20090918	 7526.55
Y9999  	加權指數     	20090921	 7502.46
Y9999  	加權指數     	20090922	 7469.03
Y9999  	加權指數     	20090923	 7376.76
Y9999  	加權指數     	20090924	 7324.22
Y9999  	加權指數     	20090925	 7345.22
Y9999  	加權指數     	20090928	 7284.61
Y9999  	加權指數     	20090929	 7429.98
Y9999  	加權指數     	20090930	 7509.17
Y9999  	加權指數     	20091001	 7545.29
Y9999  	加權指數     	20091002	 7411.88
Y9999  	加權指數     	20091005	 7437.98
Y9999  	加權指數     	20091006	 7536.05
Y9999  	加權指數     	20091007	 7608.66
Y9999  	加權指數     	20091008	 7503.31
Y9999  	加權指數     	20091009	 7571.96
Y9999  	加權指數     	20091012	 7599.88
Y9999  	加權指數     	20091013	 7596.60
Y9999  	加權指數     	20091014	 7695.75
Y9999  	加權指數     	20091015	 7710.40
Y9999  	加權指數     	20091016	 7715.10
Y9999  	加權指數     	20091019	 7751.32
Y9999  	加權指數     	20091020	 7753.52
Y9999  	加權指數     	20091021	 7701.50
Y9999  	加權指數     	20091022	 7607.93
Y9999  	加權指數     	20091023	 7649.28
Y9999  	加權指數     	20091026	 7668.40
Y9999  	加權指數     	20091027	 7657.34
Y9999  	加權指數     	20091028	 7533.95
Y9999  	加權指數     	20091029	 7355.69
Y9999  	加權指數     	20091030	 7340.08
Y9999  	加權指數     	20091102	 7335.18
Y9999  	加權指數     	20091103	 7322.93
Y9999  	加權指數     	20091104	 7467.04
Y9999  	加權指數     	20091105	 7417.46
Y9999  	加權指數     	20091106	 7463.05
Y9999  	加權指數     	20091109	 7536.70
Y9999  	加權指數     	20091110	 7593.49
Y9999  	加權指數     	20091111	 7668.06
Y9999  	加權指數     	20091112	 7670.93
Y9999  	加權指數     	20091113	 7665.63
Y9999  	加權指數     	20091116	 7792.68
Y9999  	加權指數     	20091117	 7733.21
Y9999  	加權指數     	20091118	 7766.69
Y9999  	加權指數     	20091119	 7759.98
Y9999  	加權指數     	20091120	 7682.97
Y9999  	加權指數     	20091123	 7687.15
Y9999  	加權指數     	20091124	 7714.56
Y9999  	加權指數     	20091125	 7756.31
Y9999  	加權指數     	20091126	 7739.16
Y9999  	加權指數     	20091127	 7490.91
Y9999  	加權指數     	20091130	 7582.21
Y9999  	加權指數     	20091201	 7649.23
Y9999  	加權指數     	20091202	 7677.62
Y9999  	加權指數     	20091203	 7684.67
Y9999  	加權指數     	20091204	 7650.91
Y9999  	加權指數     	20091207	 7775.64
Y9999  	加權指數     	20091208	 7768.71
Y9999  	加權指數     	20091209	 7797.42
Y9999  	加權指數     	20091210	 7677.91
Y9999  	加權指數     	20091211	 7795.07
Y9999  	加權指數     	20091214	 7819.13
Y9999  	加權指數     	20091215	 7807.62
Y9999  	加權指數     	20091216	 7751.60
Y9999  	加權指數     	20091217	 7742.17
Y9999  	加權指數     	20091218	 7753.63
Y9999  	加權指數     	20091221	 7787.27
Y9999  	加權指數     	20091222	 7856.00
Y9999  	加權指數     	20091223	 7901.50
Y9999  	加權指數     	20091224	 7963.54
Y9999  	加權指數     	20091225	 7972.59
Y9999  	加權指數     	20091228	 8057.49
Y9999  	加權指數     	20091229	 8053.83
Y9999  	加權指數     	20091230	 8112.28
Y9999  	加權指數     	20091231	 8188.11
Y9999  	加權指數     	20100104	 8207.85
Y9999  	加權指數     	20100105	 8211.40
Y9999  	加權指數     	20100106	 8327.62
Y9999  	加權指數     	20100107	 8237.42
Y9999  	加權指數     	20100108	 8280.90
Y9999  	加權指數     	20100111	 8323.82
Y9999  	加權指數     	20100112	 8309.37
Y9999  	加權指數     	20100113	 8196.56
Y9999  	加權指數     	20100114	 8289.98
Y9999  	加權指數     	20100115	 8356.89
Y9999  	加權指數     	20100118	 8337.82
Y9999  	加權指數     	20100119	 8249.00
Y9999  	加權指數     	20100120	 8220.93
Y9999  	加權指數     	20100121	 8127.87
Y9999  	加權指數     	20100122	 7927.31
Y9999  	加權指數     	20100125	 7872.99
Y9999  	加權指數     	20100126	 7598.81
Y9999  	加權指數     	20100127	 7560.03
Y9999  	加權指數     	20100128	 7694.58
Y9999  	加權指數     	20100129	 7640.44
Y9999  	加權指數     	20100201	 7524.67
Y9999  	加權指數     	20100202	 7429.61
Y9999  	加權指數     	20100203	 7547.98
Y9999  	加權指數     	20100204	 7542.04
Y9999  	加權指數     	20100205	 7217.83
Y9999  	加權指數     	20100206	 7212.87
Y9999  	加權指數     	20100208	 7215.88
Y9999  	加權指數     	20100209	 7361.04
Y9999  	加權指數     	20100210	 7441.84
Y9999  	加權指數     	20100222	 7560.04
Y9999  	加權指數     	20100223	 7597.44
Y9999  	加權指數     	20100224	 7529.67
Y9999  	加權指數     	20100225	 7426.96
Y9999  	加權指數     	20100226	 7436.10
Y9999  	加權指數     	20100301	 7577.75
Y9999  	加權指數     	20100302	 7597.62
Y9999  	加權指數     	20100303	 7629.52
Y9999  	加權指數     	20100304	 7569.80
Y9999  	加權指數     	20100305	 7666.26
Y9999  	加權指數     	20100308	 7762.27
Y9999  	加權指數     	20100309	 7770.59
Y9999  	加權指數     	20100310	 7779.08
Y9999  	加權指數     	20100311	 7749.66
Y9999  	加權指數     	20100312	 7748.33
Y9999  	加權指數     	20100315	 7634.92
Y9999  	加權指數     	20100316	 7695.63
Y9999  	加權指數     	20100317	 7847.84
Y9999  	加權指數     	20100318	 7886.34
Y9999  	加權指數     	20100319	 7897.91
Y9999  	加權指數     	20100322	 7835.98
Y9999  	加權指數     	20100323	 7811.87
Y9999  	加權指數     	20100324	 7822.71
Y9999  	加權指數     	20100325	 7838.10
Y9999  	加權指數     	20100326	 7876.86
Y9999  	加權指數     	20100329	 7947.45
Y9999  	加權指數     	20100330	 7962.22
Y9999  	加權指數     	20100331	 7920.06
Y9999  	加權指數     	20100401	 8013.09
Y9999  	加權指數     	20100402	 8025.93
Y9999  	加權指數     	20100406	 8089.65
Y9999  	加權指數     	20100407	 8121.78
Y9999  	加權指數     	20100408	 8057.60
Y9999  	加權指數     	20100409	 8092.03
Y9999  	加權指數     	20100412	 8117.75
Y9999  	加權指數     	20100413	 8029.73
Y9999  	加權指數     	20100414	 8097.13
Y9999  	加權指數     	20100415	 8171.94
Y9999  	加權指數     	20100416	 8111.57
Y9999  	加權指數     	20100419	 7854.22
Y9999  	加權指數     	20100420	 7900.42
Y9999  	加權指數     	20100421	 7990.53
Y9999  	加權指數     	20100422	 7978.69
Y9999  	加權指數     	20100423	 8004.89
Y9999  	加權指數     	20100426	 8158.14
Y9999  	加權指數     	20100427	 8146.44
Y9999  	加權指數     	20100428	 8081.55
Y9999  	加權指數     	20100429	 8054.05
Y9999  	加權指數     	20100430	 8004.25
Y9999  	加權指數     	20100503	 7952.17
Y9999  	加權指數     	20100504	 7930.77
Y9999  	加權指數     	20100505	 7696.90
Y9999  	加權指數     	20100506	 7579.48
Y9999  	加權指數     	20100507	 7567.10
Y9999  	加權指數     	20100510	 7664.73
Y9999  	加權指數     	20100511	 7608.44
Y9999  	加權指數     	20100512	 7602.70
Y9999  	加權指數     	20100513	 7770.57
Y9999  	加權指數     	20100514	 7772.13
Y9999  	加權指數     	20100517	 7598.72
Y9999  	加權指數     	20100518	 7585.30
Y9999  	加權指數     	20100519	 7559.16
Y9999  	加權指數     	20100520	 7424.43
Y9999  	加權指數     	20100521	 7237.71
Y9999  	加權指數     	20100524	 7322.73
Y9999  	加權指數     	20100525	 7086.37
Y9999  	加權指數     	20100526	 7167.35
Y9999  	加權指數     	20100527	 7243.16
Y9999  	加權指數     	20100528	 7295.32
Y9999  	加權指數     	20100531	 7373.98
Y9999  	加權指數     	20100601	 7289.33
Y9999  	加權指數     	20100602	 7195.71
Y9999  	加權指數     	20100603	 7360.28
Y9999  	加權指數     	20100604	 7344.59
Y9999  	加權指數     	20100607	 7157.83
Y9999  	加權指數     	20100608	 7151.99
Y9999  	加權指數     	20100609	 7071.67
Y9999  	加權指數     	20100610	 7181.77
Y9999  	加權指數     	20100611	 7299.49
Y9999  	加權指數     	20100614	 7387.40
Y9999  	加權指數     	20100615	 7454.06
Y9999  	加權指數     	20100617	 7515.78
Y9999  	加權指數     	20100618	 7493.11
Y9999  	加權指數     	20100621	 7635.56
Y9999  	加權指數     	20100622	 7612.68
Y9999  	加權指數     	20100623	 7582.15
Y9999  	加權指數     	20100624	 7589.89
Y9999  	加權指數     	20100625	 7474.71
Y9999  	加權指數     	20100628	 7500.79
Y9999  	加權指數     	20100629	 7423.57
Y9999  	加權指數     	20100630	 7329.37
Y9999  	加權指數     	20100701	 7254.06
Y9999  	加權指數     	20100702	 7330.74
Y9999  	加權指數     	20100705	 7439.96
Y9999  	加權指數     	20100706	 7548.48
Y9999  	加權指數     	20100707	 7534.46
Y9999  	加權指數     	20100708	 7608.85
Y9999  	加權指數     	20100709	 7647.25
Y9999  	加權指數     	20100712	 7639.55
Y9999  	加權指數     	20100713	 7597.42
Y9999  	加權指數     	20100714	 7714.51
Y9999  	加權指數     	20100715	 7704.52
Y9999  	加權指數     	20100716	 7664.57
Y9999  	加權指數     	20100719	 7649.83
Y9999  	加權指數     	20100720	 7712.03
Y9999  	加權指數     	20100721	 7701.29
Y9999  	加權指數     	20100722	 7666.34
Y9999  	加權指數     	20100723	 7761.22
Y9999  	加權指數     	20100726	 7787.45
Y9999  	加權指數     	20100727	 7748.01
Y9999  	加權指數     	20100728	 7784.81
Y9999  	加權指數     	20100729	 7798.99
Y9999  	加權指數     	20100730	 7760.63
Y9999  	加權指數     	20100802	 7911.68
Y9999  	加權指數     	20100803	 7957.53
Y9999  	加權指數     	20100804	 7972.66
Y9999  	加權指數     	20100805	 7936.85
Y9999  	加權指數     	20100806	 7963.30
Y9999  	加權指數     	20100809	 8034.49
Y9999  	加權指數     	20100810	 7976.74
Y9999  	加權指數     	20100811	 7895.03
Y9999  	加權指數     	20100812	 7829.79
Y9999  	加權指數     	20100813	 7891.58
Y9999  	加權指數     	20100816	 7941.22
Y9999  	加權指數     	20100817	 7931.09
Y9999  	加權指數     	20100818	 7924.10
Y9999  	加權指數     	20100819	 7928.94
Y9999  	加權指數     	20100820	 7927.31
Y9999  	加權指數     	20100823	 7975.93
Y9999  	加權指數     	20100824	 7940.64
Y9999  	加權指數     	20100825	 7736.98
Y9999  	加權指數     	20100826	 7689.74
Y9999  	加權指數     	20100827	 7722.91
Y9999  	加權指數     	20100830	 7741.20
Y9999  	加權指數     	20100831	 7616.28
Y9999  	加權指數     	20100901	 7668.25
Y9999  	加權指數     	20100902	 7720.82
Y9999  	加權指數     	20100903	 7830.21
Y9999  	加權指數     	20100906	 7890.95
Y9999  	加權指數     	20100907	 7884.40
Y9999  	加權指數     	20100908	 7851.31
Y9999  	加權指數     	20100909	 7835.54
Y9999  	加權指數     	20100910	 7890.11
Y9999  	加權指數     	20100913	 8091.30
Y9999  	加權指數     	20100914	 8132.60
Y9999  	加權指數     	20100915	 8163.82
Y9999  	加權指數     	20100916	 8099.75
Y9999  	加權指數     	20100917	 8158.33
Y9999  	加權指數     	20100920	 8186.96
Y9999  	加權指數     	20100921	 8196.40
Y9999  	加權指數     	20100923	 8202.54
Y9999  	加權指數     	20100924	 8166.62
Y9999  	加權指數     	20100927	 8191.54
Y9999  	加權指數     	20100928	 8189.44
Y9999  	加權指數     	20100929	 8240.89
Y9999  	加權指數     	20100930	 8237.78
Y9999  	加權指數     	20101001	 8244.18
Y9999  	加權指數     	20101004	 8246.10
Y9999  	加權指數     	20101005	 8200.43
Y9999  	加權指數     	20101006	 8284.03
Y9999  	加權指數     	20101007	 8283.92
Y9999  	加權指數     	20101008	 8244.19
Y9999  	加權指數     	20101011	 8176.76
Y9999  	加權指數     	20101012	 8090.22
Y9999  	加權指數     	20101013	 8106.66
Y9999  	加權指數     	20101014	 8215.45
Y9999  	加權指數     	20101015	 8205.30
Y9999  	加權指數     	20101018	 8060.54
Y9999  	加權指數     	20101019	 8046.23
Y9999  	加權指數     	20101020	 8124.62
Y9999  	加權指數     	20101021	 8131.23
Y9999  	加權指數     	20101022	 8168.06
Y9999  	加權指數     	20101025	 8306.98
Y9999  	加權指數     	20101026	 8343.23
Y9999  	加權指數     	20101027	 8291.04
Y9999  	加權指數     	20101028	 8354.05
Y9999  	加權指數     	20101029	 8287.09
Y9999  	加權指數     	20101101	 8379.75
Y9999  	加權指數     	20101102	 8344.76
Y9999  	加權指數     	20101103	 8293.90
Y9999  	加權指數     	20101104	 8357.85
Y9999  	加權指數     	20101105	 8449.34
Y9999  	加權指數     	20101108	 8430.58
Y9999  	加權指數     	20101109	 8445.63
Y9999  	加權指數     	20101110	 8450.63
Y9999  	加權指數     	20101111	 8436.95
Y9999  	加權指數     	20101112	 8316.05
Y9999  	加權指數     	20101115	 8240.65
Y9999  	加權指數     	20101116	 8312.21
Y9999  	加權指數     	20101117	 8255.54
Y9999  	加權指數     	20101118	 8283.45
Y9999  	加權指數     	20101119	 8306.12
Y9999  	加權指數     	20101122	 8374.91
Y9999  	加權指數     	20101123	 8328.63
Y9999  	加權指數     	20101124	 8297.05
Y9999  	加權指數     	20101125	 8349.99
Y9999  	加權指數     	20101126	 8312.15
Y9999  	加權指數     	20101129	 8367.17
Y9999  	加權指數     	20101130	 8372.48
Y9999  	加權指數     	20101201	 8520.11
Y9999  	加權指數     	20101202	 8585.77
Y9999  	加權指數     	20101203	 8624.01
Y9999  	加權指數     	20101206	 8702.23
Y9999  	加權指數     	20101207	 8704.39
Y9999  	加權指數     	20101208	 8703.79
Y9999  	加權指數     	20101209	 8753.84
Y9999  	加權指數     	20101210	 8718.83
Y9999  	加權指數     	20101213	 8736.59
Y9999  	加權指數     	20101214	 8740.43
Y9999  	加權指數     	20101215	 8756.71
Y9999  	加權指數     	20101216	 8782.20
Y9999  	加權指數     	20101217	 8817.90
Y9999  	加權指數     	20101220	 8768.72
Y9999  	加權指數     	20101221	 8827.79
Y9999  	加權指數     	20101222	 8860.49
Y9999  	加權指數     	20101223	 8898.87
Y9999  	加權指數     	20101224	 8861.10
Y9999  	加權指數     	20101227	 8892.31
Y9999  	加權指數     	20101228	 8870.76
Y9999  	加權指數     	20101229	 8866.35
Y9999  	加權指數     	20101230	 8907.91
Y9999  	加權指數     	20101231	 8972.50
Y9999  	加權指數     	20110103	 9025.30
Y9999  	加權指數     	20110104	 8997.19
Y9999  	加權指數     	20110105	 8846.31
Y9999  	加權指數     	20110106	 8883.21
Y9999  	加權指數     	20110107	 8782.72
Y9999  	加權指數     	20110110	 8817.88
Y9999  	加權指數     	20110111	 8931.36
Y9999  	加權指數     	20110112	 8965.00
Y9999  	加權指數     	20110113	 8975.58
Y9999  	加權指數     	20110114	 8972.51
Y9999  	加權指數     	20110117	 8925.09
Y9999  	加權指數     	20110118	 8988.00
Y9999  	加權指數     	20110119	 9086.02
Y9999  	加權指數     	20110120	 9022.17
Y9999  	加權指數     	20110121	 8954.38
Y9999  	加權指數     	20110124	 8947.79
Y9999  	加權指數     	20110125	 8991.39
Y9999  	加權指數     	20110126	 9055.59
Y9999  	加權指數     	20110127	 9102.33
Y9999  	加權指數     	20110128	 9145.35
Y9999  	加權指數     	20110208	 9111.46
Y9999  	加權指數     	20110209	 9006.82
Y9999  	加權指數     	20110210	 8836.56
Y9999  	加權指數     	20110211	 8609.86
Y9999  	加權指數     	20110214	 8685.47
Y9999  	加權指數     	20110215	 8721.93
Y9999  	加權指數     	20110216	 8712.96
Y9999  	加權指數     	20110217	 8683.88
Y9999  	加權指數     	20110218	 8843.84
Y9999  	加權指數     	20110221	 8839.22
Y9999  	加權指數     	20110222	 8673.67
Y9999  	加權指數     	20110223	 8528.94
Y9999  	加權指數     	20110224	 8541.64
Y9999  	加權指數     	20110225	 8599.65
Y9999  	加權指數     	20110301	 8727.56
Y9999  	加權指數     	20110302	 8619.90
Y9999  	加權指數     	20110303	 8738.37
Y9999  	加權指數     	20110304	 8784.40
Y9999  	加權指數     	20110307	 8713.79
Y9999  	加權指數     	20110308	 8747.75
Y9999  	加權指數     	20110309	 8750.02
Y9999  	加權指數     	20110310	 8642.90
Y9999  	加權指數     	20110311	 8567.82
Y9999  	加權指數     	20110314	 8520.02
Y9999  	加權指數     	20110315	 8234.78
Y9999  	加權指數     	20110316	 8324.58
Y9999  	加權指數     	20110317	 8282.69
Y9999  	加權指數     	20110318	 8394.75
Y9999  	加權指數     	20110321	 8467.71
Y9999  	加權指數     	20110322	 8508.04
Y9999  	加權指數     	20110323	 8545.08
Y9999  	加權指數     	20110324	 8576.40
Y9999  	加權指數     	20110325	 8610.39
Y9999  	加權指數     	20110328	 8553.06
Y9999  	加權指數     	20110329	 8596.57
Y9999  	加權指數     	20110330	 8646.31
Y9999  	加權指數     	20110331	 8683.30
Y9999  	加權指數     	20110401	 8705.13
Y9999  	加權指數     	20110406	 8851.98
Y9999  	加權指數     	20110407	 8901.72
Y9999  	加權指數     	20110408	 8894.54
Y9999  	加權指數     	20110411	 8880.27
Y9999  	加權指數     	20110412	 8732.59
Y9999  	加權指數     	20110413	 8780.20
Y9999  	加權指數     	20110414	 8802.73
Y9999  	加權指數     	20110415	 8718.12
Y9999  	加權指數     	20110418	 8714.48
Y9999  	加權指數     	20110419	 8638.55
Y9999  	加權指數     	20110420	 8813.28
Y9999  	加權指數     	20110421	 8957.65
Y9999  	加權指數     	20110422	 8969.43
Y9999  	加權指數     	20110425	 8950.75
Y9999  	加權指數     	20110426	 8948.14
Y9999  	加權指數     	20110427	 9049.25
Y9999  	加權指數     	20110428	 9040.77
Y9999  	加權指數     	20110429	 9007.87
Y9999  	加權指數     	20110503	 8946.08
Y9999  	加權指數     	20110504	 8947.35
Y9999  	加權指數     	20110505	 9018.61
Y9999  	加權指數     	20110506	 8977.23
Y9999  	加權指數     	20110509	 9035.48
Y9999  	加權指數     	20110510	 9023.28
Y9999  	加權指數     	20110511	 9020.40
Y9999  	加權指數     	20110512	 9033.68
Y9999  	加權指數     	20110513	 9006.61
Y9999  	加權指數     	20110516	 8911.71
Y9999  	加權指數     	20110517	 8884.09
Y9999  	加權指數     	20110518	 8944.84
Y9999  	加權指數     	20110519	 8892.88
Y9999  	加權指數     	20110520	 8837.03
Y9999  	加權指數     	20110523	 8747.51
Y9999  	加權指數     	20110524	 8756.61
Y9999  	加權指數     	20110525	 8727.09
Y9999  	加權指數     	20110526	 8788.40
Y9999  	加權指數     	20110527	 8810.00
Y9999  	加權指數     	20110530	 8823.68
Y9999  	加權指數     	20110531	 8988.84
Y9999  	加權指數     	20110601	 9062.35
Y9999  	加權指數     	20110602	 8991.36
Y9999  	加權指數     	20110603	 9046.28
Y9999  	加權指數     	20110607	 9057.10
Y9999  	加權指數     	20110608	 9007.53
Y9999  	加權指數     	20110609	 9000.94
Y9999  	加權指數     	20110610	 8837.82
Y9999  	加權指數     	20110613	 8712.95
Y9999  	加權指數     	20110614	 8829.21
Y9999  	加權指數     	20110615	 8831.45
Y9999  	加權指數     	20110616	 8654.43
Y9999  	加權指數     	20110617	 8636.10
Y9999  	加權指數     	20110620	 8530.68
Y9999  	加權指數     	20110621	 8597.62
Y9999  	加權指數     	20110622	 8621.04
Y9999  	加權指數     	20110623	 8567.28
Y9999  	加權指數     	20110624	 8532.83
Y9999  	加權指數     	20110627	 8500.16
Y9999  	加權指數     	20110628	 8478.86
Y9999  	加權指數     	20110629	 8573.38
Y9999  	加權指數     	20110630	 8652.59
Y9999  	加權指數     	20110701	 8739.82
Y9999  	加權指數     	20110704	 8774.72
Y9999  	加權指數     	20110705	 8784.44
Y9999  	加權指數     	20110706	 8824.44
Y9999  	加權指數     	20110707	 8773.42
Y9999  	加權指數     	20110708	 8749.55
Y9999  	加權指數     	20110711	 8665.85
Y9999  	加權指數     	20110712	 8491.01
Y9999  	加權指數     	20110713	 8488.06
Y9999  	加權指數     	20110714	 8481.35
Y9999  	加權指數     	20110715	 8574.91
Y9999  	加權指數     	20110718	 8538.57
Y9999  	加權指數     	20110719	 8524.57
Y9999  	加權指數     	20110720	 8706.17
Y9999  	加權指數     	20110721	 8717.14
Y9999  	加權指數     	20110722	 8765.32
Y9999  	加權指數     	20110725	 8683.51
Y9999  	加權指數     	20110726	 8794.24
Y9999  	加權指數     	20110727	 8817.49
Y9999  	加權指數     	20110728	 8767.20
Y9999  	加權指數     	20110729	 8644.18
Y9999  	加權指數     	20110801	 8701.38
Y9999  	加權指數     	20110802	 8584.72
Y9999  	加權指數     	20110803	 8456.86
Y9999  	加權指數     	20110804	 8317.27
Y9999  	加權指數     	20110805	 7853.13
Y9999  	加權指數     	20110808	 7552.80
Y9999  	加權指數     	20110809	 7493.12
Y9999  	加權指數     	20110810	 7736.32
Y9999  	加權指數     	20110811	 7719.09
Y9999  	加權指數     	20110812	 7637.02
Y9999  	加權指數     	20110815	 7819.39
Y9999  	加權指數     	20110816	 7798.59
Y9999  	加權指數     	20110817	 7741.76
Y9999  	加權指數     	20110818	 7614.97
Y9999  	加權指數     	20110819	 7342.96
Y9999  	加權指數     	20110822	 7312.59
Y9999  	加權指數     	20110823	 7550.23
Y9999  	加權指數     	20110824	 7502.93
Y9999  	加權指數     	20110825	 7410.87
Y9999  	加權指數     	20110826	 7445.10
Y9999  	加權指數     	20110829	 7578.01
Y9999  	加權指數     	20110830	 7646.19
Y9999  	加權指數     	20110831	 7741.36
Y9999  	加權指數     	20110901	 7757.76
Y9999  	加權指數     	20110902	 7757.06
Y9999  	加權指數     	20110905	 7551.57
Y9999  	加權指數     	20110906	 7367.19
Y9999  	加權指數     	20110907	 7529.01
Y9999  	加權指數     	20110908	 7548.37
Y9999  	加權指數     	20110909	 7610.57
Y9999  	加權指數     	20110913	 7391.37
Y9999  	加權指數     	20110914	 7228.47
Y9999  	加權指數     	20110915	 7385.68
Y9999  	加權指數     	20110916	 7577.40
Y9999  	加權指數     	20110919	 7480.88
Y9999  	加權指數     	20110920	 7492.85
Y9999  	加權指數     	20110921	 7535.88
Y9999  	加權指數     	20110922	 7305.50
Y9999  	加權指數     	20110923	 7046.22
Y9999  	加權指數     	20110926	 6877.12
Y9999  	加權指數     	20110927	 7089.95
Y9999  	加權指數     	20110928	 7146.98
Y9999  	加權指數     	20110929	 7182.61
Y9999  	加權指數     	20110930	 7225.38
Y9999  	加權指數     	20111003	 7013.97
Y9999  	加權指數     	20111004	 7047.87
Y9999  	加權指數     	20111005	 6989.15
Y9999  	加權指數     	20111006	 7132.00
Y9999  	加權指數     	20111007	 7211.96
Y9999  	加權指數     	20111011	 7398.71
Y9999  	加權指數     	20111012	 7382.35
Y9999  	加權指數     	20111013	 7428.33
Y9999  	加權指數     	20111014	 7358.08
Y9999  	加權指數     	20111017	 7461.12
Y9999  	加權指數     	20111018	 7359.48
Y9999  	加權指數     	20111019	 7353.37
Y9999  	加權指數     	20111020	 7244.32
Y9999  	加權指數     	20111021	 7254.51
Y9999  	加權指數     	20111024	 7470.30
Y9999  	加權指數     	20111025	 7491.21
Y9999  	加權指數     	20111026	 7535.82
Y9999  	加權指數     	20111027	 7565.21
Y9999  	加權指數     	20111028	 7616.06
Y9999  	加權指數     	20111031	 7587.69
Y9999  	加權指數     	20111101	 7622.01
Y9999  	加權指數     	20111102	 7598.45
Y9999  	加權指數     	20111103	 7460.31
Y9999  	加權指數     	20111104	 7603.23
Y9999  	加權指數     	20111107	 7621.72
Y9999  	加權指數     	20111108	 7600.79
Y9999  	加權指數     	20111109	 7561.86
Y9999  	加權指數     	20111110	 7308.68
Y9999  	加權指數     	20111111	 7367.29
Y9999  	加權指數     	20111114	 7525.65
Y9999  	加權指數     	20111115	 7491.06
Y9999  	加權指數     	20111116	 7387.52
Y9999  	加權指數     	20111117	 7387.81
Y9999  	加權指數     	20111118	 7233.78
Y9999  	加權指數     	20111121	 7042.64
